orthologs,GT1,ME49,VEG
OG6_491122,1,1,1
OG6_489501,1,1,1
OG6_139504,1,1,1
OG6_103495,1,1,1
OG6_490157,1,1,1
OG6_139486,1,1,1
OG6_489963,1,1,1
OG6_489962,1,1,1
OG6_489276,1,1,1
OG6_101208,1,1,1
OG6_490035,1,1,1
OG6_101266,1,1,1
OG6_105404,1,1,1
OG6_490295,0,1,0
OG6_100738,1,1,1
OG6_491168,1,1,1
OG6_491821,1,1,1
OG6_128913,1,1,1
OG6_490858,1,1,1
OG6_491363,1,1,1
OG6_122774,1,1,1
OG6_102217,1,1,1
OG6_103054,1,1,1
OG6_489528,0,1,0
OG6_103249,1,1,1
OG6_490632,1,1,1
OG6_223021,1,1,1
OG6_142820,1,1,1
OG6_489973,1,1,1
OG6_100179,2,2,2
OG6_105727,3,3,3
OG6_104618,1,1,1
OG6_223020,1,1,1
OG6_491230,1,1,1
OG6_132609,1,1,1
OG6_103514,1,1,1
OG6_491323,1,1,1
OG6_179345,1,1,1
OG6_489997,1,1,1
OG6_104527,1,1,1
OG6_223163,1,1,1
OG6_107404,1,1,1
OG6_131949,1,1,1
OG6_100841,1,1,1
OG6_100961,1,1,1
OG6_101410,2,1,2
OG6_100821,1,1,1
OG6_139421,1,1,1
OG6_489924,1,1,1
OG6_100283,1,1,1
OG6_109492,1,1,1
OG6_141916,1,1,1
OG6_490075,1,1,1
OG6_489525,1,1,1
OG6_103189,1,1,1
OG6_105270,1,1,1
OG6_490432,1,1,0
OG6_215366,1,1,1
OG6_100666,1,1,1
OG6_491311,1,1,1
OG6_490674,1,1,1
OG6_490717,1,1,0
OG6_223027,1,1,1
OG6_489614,1,1,1
OG6_160212,1,1,1
OG6_489449,1,1,1
OG6_490430,1,1,1
OG6_129457,1,1,1
OG6_116042,1,1,1
OG6_223026,1,1,1
OG6_183612,1,1,1
OG6_132669,1,1,1
OG6_134700,1,1,1
OG6_491458,1,1,1
OG6_102996,1,1,1
OG6_490375,1,1,1
OG6_101944,1,1,1
OG6_491907,1,1,1
OG6_102128,1,1,1
OG6_492233,1,1,1
OG6_102303,1,1,1
OG6_103508,1,1,1
OG6_222987,1,1,1
OG6_113093,2,2,2
OG6_101021,1,1,1
OG6_101839,1,1,1
OG6_139060,1,1,1
OG6_492185,1,1,1
OG6_490394,1,1,0
OG6_101218,1,1,1
OG6_100371,2,2,2
OG6_101403,1,1,1
OG6_490387,0,1,1
OG6_101900,1,1,1
OG6_105719,1,1,1
OG6_100490,2,2,2
OG6_490151,1,1,1
OG6_137248,1,1,1
OG6_222990,1,1,1
OG6_222989,1,1,1
OG6_110242,1,1,1
OG6_491891,0,1,0
OG6_102431,1,1,1
OG6_489330,1,1,0
OG6_160738,1,1,1
OG6_490373,1,1,0
OG6_491227,1,1,1
OG6_492090,0,1,0
OG6_489633,1,1,1
OG6_491610,1,1,1
OG6_102125,1,1,1
OG6_146148,1,1,1
OG6_103728,1,1,1
OG6_100266,1,1,1
OG6_121004,1,1,1
OG6_101157,1,1,1
OG6_146178,1,1,1
OG6_490332,1,1,1
OG6_492100,1,1,1
OG6_104862,1,1,1
OG6_102854,1,1,1
OG6_222977,1,1,1
OG6_491515,1,1,1
OG6_491388,0,1,0
OG6_489421,1,1,1
OG6_160740,1,1,1
OG6_103943,1,1,1
OG6_103886,1,1,1
OG6_490135,1,1,1
OG6_178123,1,1,1
OG6_133789,1,1,1
OG6_103584,1,1,1
OG6_491544,1,1,1
OG6_100524,1,1,1
OG6_139492,1,1,1
OG6_103697,1,1,1
OG6_101860,1,1,1
OG6_490527,1,1,1
OG6_100820,1,1,1
OG6_490437,1,1,1
OG6_489662,1,1,1
OG6_102939,1,1,1
OG6_100129,1,1,1
OG6_103002,1,1,1
OG6_491911,1,1,1
OG6_491808,1,1,1
OG6_490360,1,1,1
OG6_489966,1,1,1
OG6_489380,1,1,1
OG6_103263,2,1,2
OG6_491919,1,1,1
OG6_188729,1,1,1
OG6_491573,1,1,1
OG6_490095,1,1,1
OG6_103258,1,1,1
OG6_224213,2,2,3
OG6_489766,1,1,1
OG6_490452,1,1,1
OG6_491873,1,1,1
OG6_136510,2,2,5
OG6_103000,1,1,1
OG6_103726,1,1,1
OG6_102756,1,1,1
OG6_491794,1,1,1
OG6_490573,1,1,1
OG6_491775,1,1,1
OG6_491459,1,1,1
OG6_167248,1,1,1
OG6_181304,1,1,1
OG6_490559,1,1,1
OG6_102413,1,1,1
OG6_224214,2,2,2
OG6_152009,1,1,1
OG6_121204,1,1,1
OG6_102010,1,1,1
OG6_490592,1,1,1
OG6_126422,1,1,1
OG6_146133,1,1,1
OG6_160722,1,1,1
OG6_492231,1,1,1
OG6_489311,1,1,1
OG6_490503,1,1,1
OG6_490625,1,1,1
OG6_101373,1,1,1
OG6_223119,1,1,1
OG6_101381,1,1,1
OG6_107442,1,1,1
OG6_126905,1,1,1
OG6_103041,1,1,1
OG6_100352,3,3,3
OG6_489982,0,1,0
OG6_105606,1,1,1
OG6_100873,1,1,1
OG6_491678,1,1,1
OG6_101845,1,1,1
OG6_492160,1,1,1
OG6_490868,1,1,1
OG6_490316,1,1,1
OG6_102861,2,1,1
OG6_490287,1,1,1
OG6_491085,1,1,1
OG6_490593,1,1,1
OG6_222934,1,1,1
OG6_101889,2,2,2
OG6_490195,1,1,1
OG6_104735,1,1,1
OG6_103038,1,1,1
OG6_491476,1,1,1
OG6_132725,1,1,1
OG6_491927,1,1,1
OG6_490978,1,1,1
OG6_492045,1,1,1
OG6_491192,1,1,1
OG6_103835,2,2,2
OG6_491804,1,1,1
OG6_492026,1,1,1
OG6_102221,1,1,1
OG6_490916,1,1,1
OG6_490429,1,1,1
OG6_139295,1,1,1
OG6_224215,1,1,1
OG6_489831,0,1,1
OG6_490894,1,1,1
OG6_491704,1,1,1
OG6_176398,1,1,1
OG6_490190,1,1,1
OG6_102663,1,1,1
OG6_100642,1,1,1
OG6_101719,1,1,1
OG6_489555,1,1,1
OG6_492219,1,1,1
OG6_490994,1,1,1
OG6_489297,1,1,1
OG6_491707,1,1,1
OG6_223060,1,1,1
OG6_489561,1,1,1
OG6_100302,1,1,1
OG6_106961,1,1,1
OG6_100482,1,1,1
OG6_491785,1,1,1
OG6_102325,1,1,1
OG6_223141,1,1,1
OG6_103776,1,1,1
OG6_103231,1,1,1
OG6_491412,1,1,1
OG6_102256,1,1,1
OG6_109075,1,1,1
OG6_491509,1,1,1
OG6_104211,1,1,1
OG6_100418,1,1,1
OG6_124005,1,1,1
OG6_491903,1,1,1
OG6_149557,1,1,1
OG6_489853,1,1,1
OG6_100336,1,1,1
OG6_126637,1,1,1
OG6_223144,1,1,1
OG6_130273,1,1,1
OG6_224216,2,2,2
OG6_152313,4,2,4
OG6_491640,1,1,1
OG6_132969,1,1,1
OG6_134716,1,1,1
OG6_490070,1,1,1
OG6_103624,1,1,1
OG6_491654,1,1,1
OG6_120613,1,1,1
OG6_100517,1,1,1
OG6_104342,2,1,2
OG6_490611,1,1,1
OG6_103599,1,1,1
OG6_102388,1,1,1
OG6_490543,1,1,1
OG6_181847,1,1,1
OG6_490250,1,1,1
OG6_100806,1,1,1
OG6_490235,1,1,1
OG6_100706,1,1,1
OG6_490947,1,1,1
OG6_145838,1,1,1
OG6_104967,1,1,1
OG6_133057,1,1,1
OG6_100297,2,2,2
OG6_107106,1,1,1
OG6_491019,1,1,1
OG6_139513,1,1,1
OG6_102170,1,1,1
OG6_105105,1,1,1
OG6_491247,1,1,1
OG6_492152,1,1,1
OG6_104509,1,1,1
OG6_490761,1,1,1
OG6_215352,1,1,1
OG6_490642,0,1,0
OG6_491524,1,1,1
OG6_492332,1,1,1
OG6_101011,1,1,1
OG6_103394,1,1,1
OG6_492226,1,1,1
OG6_491460,2,1,1
OG6_100654,1,1,1
OG6_140584,1,1,1
OG6_491972,1,1,1
OG6_492115,1,1,1
OG6_124239,1,1,1
OG6_490988,1,1,1
OG6_132918,1,1,1
OG6_139452,1,1,1
OG6_100430,1,1,1
OG6_491052,1,1,1
OG6_181869,2,1,2
OG6_491127,1,1,1
OG6_491403,1,1,1
OG6_122843,1,1,1
OG6_209652,1,1,1
OG6_490385,1,1,1
OG6_158214,1,1,1
OG6_489305,1,1,1
OG6_101393,1,1,1
OG6_102296,1,1,1
OG6_100639,2,2,2
OG6_160751,1,1,1
OG6_489769,1,1,1
OG6_102313,1,1,1
OG6_111522,1,1,1
OG6_492108,1,1,1
OG6_489560,1,1,1
OG6_139473,1,1,1
OG6_102172,1,1,1
OG6_134110,1,1,1
OG6_108357,1,1,1
OG6_106301,1,1,1
OG6_105198,1,1,1
OG6_103582,1,1,1
OG6_140577,1,1,1
OG6_100946,3,3,3
OG6_103072,1,1,1
OG6_491706,1,1,1
OG6_492149,1,1,1
OG6_223150,1,1,1
OG6_492321,1,1,1
OG6_100064,1,1,1
OG6_490106,1,1,1
OG6_492027,0,1,0
OG6_129247,1,1,1
OG6_137828,1,1,1
OG6_139495,1,1,1
OG6_210922,1,1,1
OG6_106560,1,1,1
OG6_100966,1,1,1
OG6_190734,1,1,1
OG6_101477,1,1,1
OG6_492117,1,1,1
OG6_491015,1,1,1
OG6_100775,1,1,1
OG6_490738,1,1,1
OG6_491087,1,1,1
OG6_133202,1,1,1
OG6_106808,1,1,1
OG6_491253,1,1,1
OG6_102839,1,1,1
OG6_160737,1,1,1
OG6_102452,1,1,1
OG6_104149,2,1,1
OG6_490215,1,1,1
OG6_100998,1,1,1
OG6_102180,1,1,1
OG6_100702,1,1,1
OG6_102299,1,1,1
OG6_130921,1,1,1
OG6_490974,1,1,0
OG6_102038,1,1,1
OG6_223149,1,1,1
OG6_490021,1,1,1
OG6_100504,2,2,2
OG6_101071,1,1,1
OG6_103622,2,2,2
OG6_130938,1,1,1
OG6_148520,1,1,1
OG6_103498,1,1,1
OG6_489419,1,1,1
OG6_100157,1,1,1
OG6_102267,1,1,1
OG6_492087,1,1,1
OG6_491423,1,1,1
OG6_101636,1,1,1
OG6_489519,2,1,1
OG6_491466,1,1,1
OG6_130923,1,1,1
OG6_490049,1,1,1
OG6_158745,1,1,1
OG6_492066,1,1,1
OG6_490277,1,1,1
OG6_491057,1,1,1
OG6_223090,1,1,1
OG6_112969,1,1,1
OG6_100900,1,1,1
OG6_489871,1,1,1
OG6_223091,1,1,1
OG6_492003,1,1,1
OG6_112428,1,1,1
OG6_491783,1,1,1
OG6_104078,1,1,1
OG6_490233,1,1,1
OG6_491649,1,1,1
OG6_490160,1,1,1
OG6_491926,1,1,1
OG6_490486,1,1,1
OG6_100232,1,1,1
OG6_100743,1,1,1
OG6_101197,1,1,1
OG6_491426,0,1,0
OG6_102350,1,1,1
OG6_491711,1,1,1
OG6_104900,1,1,1
OG6_491802,1,1,1
OG6_491728,0,1,0
OG6_158463,3,2,3
OG6_104726,1,1,1
OG6_490117,1,1,1
OG6_491352,1,1,2
OG6_222379,1,1,1
OG6_492272,1,1,1
OG6_490178,1,1,1
OG6_490619,1,1,1
OG6_490638,1,1,1
OG6_491997,1,1,1
OG6_100683,2,2,2
OG6_119330,1,1,1
OG6_490800,1,1,1
OG6_491257,1,1,1
OG6_205775,1,1,1
OG6_489389,1,1,1
OG6_102397,1,1,1
OG6_224217,1,1,1
OG6_101530,1,1,1
OG6_105578,1,1,1
OG6_109510,1,1,1
OG6_148118,1,1,1
OG6_490466,1,1,1
OG6_490730,1,1,1
OG6_102820,2,2,2
OG6_490104,1,1,1
OG6_188499,1,1,1
OG6_490342,1,1,1
OG6_489353,1,1,1
OG6_160742,1,1,1
OG6_491039,1,1,1
OG6_101242,1,1,1
OG6_146128,1,1,1
OG6_126349,1,1,1
OG6_185646,1,1,1
OG6_489487,1,1,1
OG6_134694,1,1,1
OG6_101806,1,1,1
OG6_102360,1,1,1
OG6_223170,1,1,1
OG6_215326,1,1,1
OG6_489547,1,1,1
OG6_134691,1,1,1
OG6_490100,1,1,1
OG6_102502,1,1,1
OG6_101876,1,1,1
OG6_133979,1,1,1
OG6_106640,1,1,1
OG6_489427,1,1,1
OG6_491826,1,1,1
OG6_185668,1,1,1
OG6_180007,1,1,1
OG6_491531,1,1,1
OG6_489796,1,1,1
OG6_100687,2,2,2
OG6_491439,1,1,1
OG6_139442,1,1,2
OG6_491295,0,1,0
OG6_104881,1,1,1
OG6_100260,2,2,2
OG6_129591,1,1,1
OG6_491322,1,1,1
OG6_101425,1,1,1
OG6_100609,1,1,1
OG6_104761,1,1,1
OG6_490307,1,1,1
OG6_224218,1,1,1
OG6_123471,1,1,1
OG6_101253,1,1,1
OG6_490024,1,1,1
OG6_490142,1,1,1
OG6_105048,1,1,1
OG6_491065,1,1,1
OG6_101840,1,1,1
OG6_492011,1,1,1
OG6_490089,1,1,1
OG6_489801,1,1,1
OG6_105512,1,1,1
OG6_489283,1,1,1
OG6_490556,1,1,1
OG6_491526,1,1,1
OG6_491421,0,1,1
OG6_491834,1,1,1
OG6_100416,1,1,1
OG6_104960,2,2,2
OG6_491875,1,1,1
OG6_102532,1,1,1
OG6_104274,2,2,2
OG6_103443,1,1,1
OG6_489656,1,1,1
OG6_103799,1,1,1
OG6_107094,1,1,1
OG6_100218,2,2,2
OG6_101977,1,1,1
OG6_489637,1,1,1
OG6_490159,0,1,1
OG6_492314,1,1,1
OG6_102054,1,1,1
OG6_491173,1,1,1
OG6_491878,1,1,1
OG6_490220,1,1,1
OG6_492362,1,1,1
OG6_490976,1,1,1
OG6_489892,1,1,1
OG6_222969,1,1,1
OG6_122905,1,1,1
OG6_222970,1,1,1
OG6_492318,1,1,1
OG6_491969,1,1,1
OG6_489672,1,1,1
OG6_102488,1,1,1
OG6_104276,1,1,1
OG6_490153,1,1,1
OG6_489493,1,1,1
OG6_490031,1,1,1
OG6_490397,1,1,1
OG6_100316,1,1,1
OG6_489394,1,1,1
OG6_492181,1,1,1
OG6_161711,1,1,1
OG6_491734,1,1,1
OG6_492048,1,1,1
OG6_102811,1,1,1
OG6_490165,1,1,1
OG6_491183,1,1,1
OG6_109726,1,1,1
OG6_491436,1,1,1
OG6_490751,1,1,1
OG6_124685,1,1,1
OG6_102881,1,1,1
OG6_100822,1,1,1
OG6_491559,1,1,1
OG6_101933,1,1,1
OG6_223052,1,1,1
OG6_122654,1,1,1
OG6_491324,1,1,1
OG6_491030,1,1,1
OG6_491309,1,1,1
OG6_148535,1,1,1
OG6_102586,1,1,1
OG6_489565,1,1,1
OG6_129509,1,1,1
OG6_102184,1,1,1
OG6_490384,1,1,1
OG6_134724,1,1,1
OG6_100679,1,1,1
OG6_491889,1,1,1
OG6_101835,1,1,1
OG6_104560,1,1,1
OG6_223054,1,1,1
OG6_102395,1,1,1
OG6_105888,1,1,1
OG6_186196,1,1,1
OG6_155864,1,1,1
OG6_103387,1,1,1
OG6_489728,1,1,1
OG6_179356,1,1,1
OG6_490564,1,1,1
OG6_100672,1,1,1
OG6_132864,1,1,1
OG6_112974,1,1,1
OG6_223143,1,1,1
OG6_492099,0,1,0
OG6_490333,0,1,0
OG6_490358,1,1,1
OG6_490463,1,1,1
OG6_490063,1,1,1
OG6_101898,1,1,1
OG6_491899,1,1,1
OG6_155777,1,1,1
OG6_137333,1,1,1
OG6_492324,1,1,1
OG6_102797,1,1,1
OG6_223142,1,1,2
OG6_492274,1,1,1
OG6_491647,1,1,1
OG6_491842,1,1,1
OG6_492151,1,1,1
OG6_489921,1,1,1
OG6_215987,1,1,1
OG6_158734,1,1,1
OG6_492315,1,1,1
OG6_491358,1,1,1
OG6_490133,1,1,1
OG6_130370,1,1,1
OG6_152096,1,1,1
OG6_490799,1,1,1
OG6_490356,1,1,1
OG6_491251,0,1,0
OG6_116059,1,1,1
OG6_151627,1,1,1
OG6_128936,1,1,1
OG6_492166,1,1,1
OG6_489781,1,1,1
OG6_181889,1,1,1
OG6_100926,1,1,1
OG6_100971,1,1,1
OG6_156438,1,1,1
OG6_101288,1,1,1
OG6_491463,1,1,1
OG6_101567,1,1,1
OG6_102098,1,1,1
OG6_101419,1,1,1
OG6_102285,1,1,1
OG6_491355,1,1,1
OG6_119561,1,1,1
OG6_491772,2,1,1
OG6_491095,1,1,1
OG6_102605,1,1,1
OG6_491709,1,1,1
OG6_104633,2,2,2
OG6_102064,2,2,2
OG6_491229,1,1,1
OG6_489606,1,1,1
OG6_223070,1,1,1
OG6_491741,1,1,1
OG6_130925,1,1,1
OG6_491847,1,1,1
OG6_112001,1,1,1
OG6_490857,1,1,1
OG6_102825,1,1,1
OG6_131666,1,1,1
OG6_102544,1,1,2
OG6_151280,1,1,1
OG6_101231,1,1,1
OG6_105037,1,1,1
OG6_131042,1,1,1
OG6_490194,1,1,1
OG6_492105,1,1,1
OG6_492141,1,1,1
OG6_102323,1,1,1
OG6_101236,1,1,1
OG6_132869,1,1,1
OG6_126556,1,1,1
OG6_492304,1,1,1
OG6_490211,1,1,1
OG6_102931,1,1,1
OG6_114319,1,1,1
OG6_491171,1,1,1
OG6_102850,1,1,1
OG6_489467,1,1,1
OG6_223092,1,1,1
OG6_102630,1,1,1
OG6_492236,1,1,1
OG6_490097,1,1,1
OG6_104655,1,1,1
OG6_104362,1,1,1
OG6_489300,1,1,1
OG6_490123,1,1,1
OG6_490234,1,1,1
OG6_490008,1,1,1
OG6_492339,0,1,0
OG6_489685,1,1,1
OG6_101522,1,1,1
OG6_154459,1,1,1
OG6_108790,1,1,1
OG6_492270,1,1,1
OG6_103088,1,1,1
OG6_146151,1,1,1
OG6_490706,1,1,1
OG6_141905,1,1,1
OG6_490837,1,1,1
OG6_103187,1,1,1
OG6_491272,1,1,1
OG6_172905,1,1,1
OG6_117000,1,1,1
OG6_103556,1,1,1
OG6_222907,1,1,1
OG6_104408,1,1,1
OG6_164193,1,1,1
OG6_181845,1,1,1
OG6_104313,1,1,1
OG6_491840,1,1,1
OG6_222908,1,1,1
OG6_102224,1,1,1
OG6_107721,1,1,1
OG6_146177,1,1,1
OG6_102167,1,1,1
OG6_489486,1,1,1
OG6_104801,1,1,1
OG6_489603,1,1,1
OG6_181846,1,1,1
OG6_100496,1,1,1
OG6_172425,1,1,1
OG6_492197,1,1,1
OG6_491546,1,1,0
OG6_159565,1,1,1
OG6_102411,1,1,1
OG6_490891,1,1,1
OG6_491268,1,1,1
OG6_101048,1,1,1
OG6_489742,1,1,1
OG6_101880,1,1,1
OG6_491813,0,1,1
OG6_105308,1,1,1
OG6_223069,1,1,1
OG6_224219,0,2,1
OG6_489814,2,1,1
OG6_490848,1,1,1
OG6_207714,1,1,1
OG6_223168,1,1,1
OG6_490722,1,1,1
OG6_223167,1,1,1
OG6_491572,1,1,1
OG6_139463,1,1,1
OG6_489697,1,1,1
OG6_133000,1,1,1
OG6_102163,1,1,1
OG6_101366,1,1,1
OG6_133807,1,1,1
OG6_490959,1,1,1
OG6_100142,1,1,1
OG6_146172,1,1,1
OG6_100431,1,1,1
OG6_133253,1,1,1
OG6_223166,1,1,1
OG6_194435,1,1,1
OG6_223165,1,1,1
OG6_223164,1,1,1
OG6_101205,1,1,1
OG6_112929,2,2,2
OG6_130906,1,1,1
OG6_491328,1,1,1
OG6_166695,1,1,1
OG6_491751,1,1,1
OG6_102146,1,1,1
OG6_489866,0,1,1
OG6_173577,2,1,1
OG6_490754,1,1,1
OG6_490872,1,1,1
OG6_103960,1,1,1
OG6_491668,1,1,1
OG6_119816,1,1,1
OG6_106216,1,1,1
OG6_107204,1,1,1
OG6_141210,5,2,3
OG6_222877,1,1,1
OG6_491603,1,1,1
OG6_101841,2,2,2
OG6_109210,1,1,1
OG6_491441,1,1,1
OG6_101309,1,1,1
OG6_492281,1,1,1
OG6_165769,1,1,1
OG6_103809,1,1,1
OG6_101883,1,1,1
OG6_491954,1,1,1
OG6_490059,1,1,1
OG6_490541,1,1,1
OG6_490461,1,1,1
OG6_491630,1,1,1
OG6_491335,1,1,1
OG6_101376,1,1,1
OG6_491288,1,1,1
OG6_490439,1,1,1
OG6_492133,1,1,1
OG6_101704,1,1,1
OG6_114943,1,1,1
OG6_139465,1,1,1
OG6_492297,1,1,1
OG6_489557,1,1,1
OG6_491951,1,1,1
OG6_101106,1,1,1
OG6_222955,1,1,1
OG6_490790,1,1,1
OG6_490369,1,1,1
OG6_491467,1,1,1
OG6_149559,1,1,1
OG6_491902,1,1,1
OG6_102771,1,1,1
OG6_101778,2,2,2
OG6_490660,1,1,1
OG6_491508,1,1,1
OG6_102110,1,1,1
OG6_490795,1,1,1
OG6_222929,1,1,1
OG6_491485,1,1,1
OG6_102244,1,1,1
OG6_491774,1,1,1
OG6_222928,1,1,1
OG6_132248,1,1,1
OG6_155551,1,1,1
OG6_107305,1,1,1
OG6_101757,1,1,1
OG6_491314,0,1,1
OG6_100250,1,1,1
OG6_130916,1,1,1
OG6_490577,1,1,1
OG6_106500,1,1,1
OG6_101784,1,1,1
OG6_491067,1,1,1
OG6_492171,1,1,1
OG6_100525,2,2,2
OG6_151531,1,1,1
OG6_101475,1,1,1
OG6_121468,1,1,1
OG6_162765,1,1,1
OG6_491022,1,1,1
OG6_100380,1,1,1
OG6_490714,1,1,1
OG6_490010,1,1,1
OG6_489678,1,1,1
OG6_491788,1,1,1
OG6_491681,1,1,1
OG6_101652,1,1,1
OG6_100761,1,1,1
OG6_101348,1,2,1
OG6_122873,1,1,1
OG6_100703,1,1,1
OG6_223161,1,1,1
OG6_101423,1,1,1
OG6_104941,2,2,2
OG6_108643,1,1,1
OG6_102359,1,1,1
OG6_489634,1,1,1
OG6_137223,1,1,1
OG6_100656,1,1,1
OG6_100604,1,1,1
OG6_156640,1,1,1
OG6_102060,1,1,1
OG6_104997,1,1,1
OG6_107032,1,1,1
OG6_206564,1,1,1
OG6_489530,1,1,1
OG6_489827,1,1,1
OG6_491269,1,1,1
OG6_489710,1,1,1
OG6_130402,1,1,1
OG6_490084,1,1,1
OG6_492184,1,1,1
OG6_491170,1,1,1
OG6_490785,1,1,1
OG6_108604,1,1,1
OG6_146166,1,1,1
OG6_109318,1,1,1
OG6_133812,1,1,1
OG6_101592,1,1,1
OG6_107294,1,1,1
OG6_100083,2,2,2
OG6_491817,1,1,1
OG6_490915,1,1,1
OG6_104431,1,1,1
OG6_104321,1,1,1
OG6_492069,1,1,1
OG6_160719,1,1,1
OG6_101976,1,1,1
OG6_102783,1,1,1
OG6_490923,1,1,1
OG6_100877,2,2,2
OG6_181854,1,1,1
OG6_103411,1,1,1
OG6_490137,1,1,1
OG6_100072,1,1,1
OG6_104393,1,1,1
OG6_491925,1,1,1
OG6_102480,1,1,1
OG6_164003,1,1,1
OG6_491297,1,1,1
OG6_490663,1,1,1
OG6_100509,1,1,1
OG6_153913,1,1,1
OG6_489659,1,1,1
OG6_491160,1,1,1
OG6_490053,1,1,1
OG6_491682,1,1,1
OG6_223117,1,1,1
OG6_160752,1,1,1
OG6_101430,1,1,1
OG6_101722,1,1,1
OG6_104875,1,1,1
OG6_101956,1,1,1
OG6_224220,1,1,1
OG6_158724,1,1,1
OG6_102218,1,1,1
OG6_492111,1,1,1
OG6_149549,1,1,1
OG6_158751,1,1,1
OG6_491789,1,1,1
OG6_490001,2,1,2
OG6_103136,1,1,1
OG6_107454,1,1,1
OG6_115006,1,1,1
OG6_103725,1,1,1
OG6_491563,0,1,0
OG6_490871,1,1,1
OG6_102115,1,1,1
OG6_103427,1,1,1
OG6_223191,1,1,1
OG6_489717,1,1,1
OG6_489957,1,1,1
OG6_489516,1,1,1
OG6_492229,1,1,1
OG6_102607,1,1,1
OG6_490023,1,1,1
OG6_103076,1,1,1
OG6_491362,1,1,1
OG6_100865,1,1,1
OG6_491453,1,1,1
OG6_223100,1,1,1
OG6_104193,1,1,1
OG6_171495,1,1,1
OG6_134709,1,1,1
OG6_160733,1,1,1
OG6_490199,1,1,1
OG6_126967,1,1,1
OG6_102613,1,1,1
OG6_490890,1,1,1
OG6_491820,1,1,1
OG6_181865,1,1,1
OG6_492330,1,1,1
OG6_491114,1,1,1
OG6_102219,1,1,1
OG6_101133,1,1,1
OG6_179357,1,1,1
OG6_491120,1,1,1
OG6_105183,1,1,1
OG6_491952,1,1,1
OG6_103250,1,1,1
OG6_490064,1,1,1
OG6_489774,1,1,1
OG6_100589,1,1,1
OG6_490101,1,1,1
OG6_148524,1,1,1
OG6_100600,1,1,1
OG6_156436,1,1,1
OG6_101496,1,1,1
OG6_171426,1,1,1
OG6_137352,1,1,1
OG6_490372,1,1,1
OG6_108384,1,1,1
OG6_490786,1,1,1
OG6_224221,2,2,2
OG6_490435,1,1,1
OG6_490077,1,1,1
OG6_223179,1,1,1
OG6_489306,1,1,1
OG6_139377,1,1,1
OG6_492243,1,1,1
OG6_492178,1,1,1
OG6_103949,1,1,1
OG6_491815,1,1,1
OG6_181859,1,1,1
OG6_489504,1,1,1
OG6_100542,1,1,1
OG6_101023,1,1,1
OG6_491141,1,1,1
OG6_216169,1,2,1
OG6_490009,1,1,1
OG6_491566,1,1,1
OG6_101361,1,1,1
OG6_491848,1,1,1
OG6_101882,1,1,1
OG6_490870,1,1,2
OG6_490507,1,1,1
OG6_490770,1,1,2
OG6_224222,4,2,3
OG6_490176,1,1,1
OG6_490759,1,1,1
OG6_101899,1,1,1
OG6_101571,1,1,1
OG6_102990,1,1,1
OG6_491338,1,1,1
OG6_101651,1,1,1
OG6_492175,1,1,1
OG6_171487,1,1,1
OG6_490727,1,1,1
OG6_103781,1,1,1
OG6_137732,1,1,1
OG6_490742,1,1,1
OG6_491833,1,1,1
OG6_489446,1,1,1
OG6_121116,1,1,1
OG6_106962,1,1,1
OG6_489877,1,1,1
OG6_490108,0,1,1
OG6_105016,1,1,1
OG6_491790,1,1,1
OG6_114860,1,1,1
OG6_140802,1,1,1
OG6_489540,1,1,1
OG6_123567,1,1,1
OG6_102168,1,1,1
OG6_148521,1,1,1
OG6_490736,1,1,1
OG6_105906,1,1,1
OG6_160841,1,1,1
OG6_215373,1,1,1
OG6_104253,1,1,2
OG6_490900,1,1,1
OG6_123448,1,1,1
OG6_100818,1,1,1
OG6_132938,1,1,1
OG6_102949,1,1,1
OG6_491724,0,1,0
OG6_491781,1,1,1
OG6_489746,1,1,1
OG6_113378,1,1,1
OG6_102143,1,1,1
OG6_101854,1,1,1
OG6_101172,1,1,2
OG6_142242,1,1,1
OG6_489961,1,1,1
OG6_179338,1,1,1
OG6_101479,1,1,1
OG6_112393,1,1,1
OG6_491637,1,1,1
OG6_490131,1,1,1
OG6_103062,1,1,1
OG6_490881,1,1,1
OG6_490765,1,1,1
OG6_489942,1,1,1
OG6_181853,1,1,1
OG6_106438,1,1,1
OG6_102021,1,1,1
OG6_171440,1,1,1
OG6_491406,0,1,0
OG6_101122,2,2,2
OG6_489334,1,1,1
OG6_104877,1,1,1
OG6_190592,1,1,1
OG6_103091,1,1,1
OG6_105981,1,1,1
OG6_119709,1,1,1
OG6_491877,1,1,1
OG6_102239,1,1,1
OG6_489800,1,1,1
OG6_100987,1,1,1
OG6_491493,1,1,1
OG6_491669,1,1,1
OG6_222950,1,1,1
OG6_491333,1,1,1
OG6_163917,1,1,1
OG6_111972,1,1,1
OG6_103245,1,1,1
OG6_492201,1,1,1
OG6_139424,1,1,1
OG6_222949,1,1,1
OG6_106800,1,1,1
OG6_161687,1,1,1
OG6_102801,1,1,1
OG6_100277,1,1,1
OG6_128438,0,1,0
OG6_491145,1,1,1
OG6_490320,0,1,1
OG6_492254,1,1,1
OG6_223130,1,1,1
OG6_492134,1,1,1
OG6_110153,1,1,2
OG6_489410,1,1,1
OG6_100726,1,1,1
OG6_489644,1,1,1
OG6_491158,1,1,1
OG6_491601,1,1,1
OG6_102093,1,1,1
OG6_223131,1,1,1
OG6_104969,1,1,1
OG6_114728,1,1,1
OG6_102392,1,1,1
